n,median_time_ms
1885,4.0842
1886,3.8255
1887,3.81255
1888,3.97925
1889,3.92785
1890,4.55695
1891,4.52455
1892,3.95735
1893,3.97585
1894,5.8051
1895,3.8681
1896,4.2303
1897,3.6425
1898,3.61675
1899,3.5061
1900,4.5685
1901,3.60295
1902,3.4925
1903,3.5667
1904,3.53545
1905,3.48845
1906,3.5585
1907,3.57675
1908,3.6368
1909,3.5272
1910,3.5233
1911,3.53965
1912,3.54995
1913,3.5346
1914,3.51085
1915,3.52025
1916,3.595
1917,3.48275
1918,3.5307
1919,3.5277
1920,3.5249
1921,3.531
1922,3.51815
1923,3.5557
1924,3.579
1925,3.56125
1926,3.5849
1927,3.62915
1928,3.57935
1929,3.5754
1930,3.54565
1931,3.6025
1932,3.607
1933,3.6192
1934,3.55165
1935,3.6239
1936,3.5507
1937,3.5672
1938,3.60965
1939,3.60725
1940,3.5859
1941,3.5801
1942,3.6119
1943,3.58195
1944,3.5996
1945,3.593
1946,3.6581
1947,3.658
1948,3.65265
1949,3.62845
1950,3.66675
1951,3.6437
1952,3.6336
1953,3.63945
1954,3.6725
1955,3.63425
1956,3.63505
1957,3.6451
1958,3.63895
1959,3.62675
1960,3.6456
1961,3.65555
1962,3.6953
1963,3.71375
1964,3.65465
1965,3.6678
1966,3.69955
1967,3.7172
1968,3.7153
1969,3.70225
1970,3.7278
1971,3.72355
1972,3.73
1973,3.6915
1974,3.72475
1975,3.72095
1976,3.7505
1977,3.74075
1978,3.69625
1979,3.70835
1980,3.75295
1981,3.7322
1982,3.73505
1983,3.7517
1984,3.747
1985,3.8948
1986,3.77325
1987,3.754
1988,3.7516
1989,3.7894
1990,3.8158
1991,3.79225
1992,3.81375
1993,3.79585
1994,3.77925
1995,3.8255
1996,3.80565
1997,3.8319
1998,3.8278
1999,3.8319
2000,3.8459
2001,3.80005
2002,3.7893
2003,3.81605
2004,3.82525
2005,3.8453
2006,3.8311
2007,3.83835
2008,3.80065
2009,3.83725
2010,3.83185
2011,3.8837
2012,3.8189
2013,3.84545
2014,3.8442
2015,3.8881
2016,3.87575
2017,3.9173
2018,3.9282
2019,3.90095
2020,3.9355
2021,3.87145
2022,3.9635
2023,3.9232
2024,3.9361
2025,3.92685
2026,3.90505
2027,3.8938
2028,3.91665
2029,3.94015
2030,3.9118
2031,3.9074
2032,3.92035
2033,3.9601
2034,4.00745
2035,3.925
2036,3.9555
2037,3.9653
2038,3.97315
2039,3.9501
2040,3.9726
2041,3.95925
2042,3.9683
2043,3.93935
2044,3.9763
2045,3.98185
2046,3.99415
2047,3.9894
2048,3.96945
2049,3.9921
2050,4.0044
2051,4.0304
2052,3.9836
2053,3.99285
2054,3.98105
2055,4.0026
2056,4.18875
2057,4.0124
2058,4.06015
2059,4.05185
2060,4.0055
2061,4.04795
2062,4.04405
2063,4.0703
2064,4.078
2065,4.0126
2066,4.04195
2067,4.0314
2068,4.03655
2069,4.0707
2070,4.09435
2071,4.0938
2072,4.0862
2073,4.1093
2074,4.112
2075,4.1191
2076,4.1061
2077,4.12065
2078,4.11495
2079,4.12585
2080,4.1007
2081,4.12115
2082,4.1276
2083,4.1143
2084,4.1286
2085,4.2415
2086,4.18205
2087,4.15805
2088,4.1644
